32313322, 1
13331232, 0
13331231, 0
33213332, 0
33321113, 1
22311333, 0
22311332, 0
13223232, 1
11231132, 0
13333333, 1
13333332, 0
11322331, 0
13333232, 0
13333233, 1
13123232, 0
21331321, 0
31332333, 1
13332212, 0
22333213, 0
32333322, 0
11123312, 0
32133233, 0
32133232, 0
32133332, 0
22312333, 0
13322333, 0
33121323, 0
13323312, 0
12231333, 0
32313333, 1
33222232, 0
11221322, 0
33223323, 0
11311232, 0
33332312, 0
33331333, 1
11113312, 0
33323322, 0
12233112, 0
32331333, 0
31222132, 1
23223333, 0
13213312, 0
31333333, 1
31333332, 0
33123332, 0
31333233, 1
31111333, 0
31233333, 0
23322332, 1
33313122, 0
12313222, 0
22311322, 0
33321333, 1
31122113, 0
31323223, 1
23132332, 0
33322313, 0
33323212, 0
31332112, 0
31313132, 0
21313232, 1
12123333, 0
11223312, 0
12223312, 0
21313333, 0
31213332, 0
33313332, 0
11311333, 0
12312132, 0
12312131, 1
33313232, 0
12332222, 0
31211213, 0
12333332, 0
33122312, 0
31232333, 0
21321132, 1
23222333, 0
23222332, 0
32322132, 0
11121312, 0
32221332, 0
33312333, 1
12211322, 0
21323222, 1
11121132, 0
32323332, 0
11332331, 1
11332332, 0
11332333, 1
31113232, 0
31121213, 0
11313222, 0
12313323, 0
12313322, 0
23333112, 1
31133132, 0
11313322, 0
13312333, 1
13333132, 0
22333323, 0
13321331, 0
23213222, 0
11213332, 0
11213333, 1
22331333, 0
21333232, 1
22131333, 0
12311332, 0
12311333, 0
11133222, 0
12313212, 0
11333312, 0
13332333, 1
21331132, 0
31321332, 0
13322233, 1
13333112, 0
13313333, 1
13313332, 0
13111233, 0
32321333, 0
11331113, 0
11331112, 0
31322312, 0
11112332, 0
23123332, 1
21311311, 0
13311132, 0
13332323, 0
11333222, 0
11321132, 0
13212233, 0
23333332, 1
12323132, 0
13233233, 0
12331313, 0
31311323, 0
22313222, 1
32311233, 0
32311232, 0
11323322, 0
31223332, 0
11132133, 0
21312213, 0
32313132, 0
32313133, 1
32312333, 1
32312332, 0
13222233, 0
11111222, 0
32313312, 0
31112333, 1
13133132, 0
21212233, 0
31322333, 1
31331122, 0
21131331, 0
23313332, 1
11323213, 0
33333232, 0
32311123, 0
31312333, 1
23321122, 1
21331312, 0
23212313, 0
32123232, 0
32322322, 0
31323112, 0
31332322, 0
21233312, 0
33113322, 0
13331312, 0
32122332, 0
32122333, 0
11313112, 0
23332222, 1
12313312, 0
13123332, 0
21323322, 1
31312132, 0
31312133, 1
22323122, 0
11221333, 0
13332312, 0
12313132, 0
12332131, 1
31322212, 0
11233312, 0
23312332, 1
31313333, 1
31313332, 0
33123322, 0
31331313, 1
33222332, 0
33222333, 0
11131133, 0
32123333, 0
33313133, 1
11331232, 0
31233322, 0
13332222, 0
12222322, 0
12133132, 0
31323233, 1
31323232, 0
23221332, 0
23221333, 0
12332331, 0
31323332, 0
31323333, 1
11222233, 0
12232333, 0
23223212, 0
21313322, 1
33133333, 0
11312332, 0
11312333, 0
11312331, 1
31213322, 0
11322312, 0
13313112, 0
22332332, 0
22332331, 0
12123332, 0
33311333, 1
31123332, 0
31123333, 0
11323312, 0
33311332, 0
31133333, 1
31133332, 0
11331331, 1
11331333, 0
11331332, 0
12131323, 0
11323132, 0
11323133, 0
13131212, 0
32313222, 0
21322322, 1
21213332, 0
21333332, 1
12233312, 0
11332322, 0
11323232, 0
11313331, 1
11222332, 0
11313333, 1
11313332, 0
11233132, 0
32223332, 0
32223333, 0
11323222, 0
32321132, 0
22313322, 1
11211132, 0
33333122, 0
22333333, 0
22333332, 0
33313333, 1
11232332, 0
22333232, 0
31213333, 0
11311332, 0
32322331, 0
21332333, 0
21332332, 1
21332232, 1
11313232, 0
11333133, 1
11333132, 0
13332133, 0
23331232, 1
13233332, 0
13233333, 1
33332233, 1
12212233, 0
33332331, 0
33332333, 1
31311122, 0
33311312, 0
23133321, 0
23133323, 0
23133322, 0
21211332, 0
12211333, 0
11233333, 0
13213332, 0
22122332, 0
32321223, 0
32321222, 0
13223132, 0
13231223, 0
21312331, 0
23333322, 1
31233312, 0
31311333, 1
31311332, 0
13133333, 0
13133332, 0
33323232, 0
32313122, 0
31313113, 1
33311233, 0
32311122, 0
12122332, 0
12122333, 0
13232333, 0
13232332, 0
33313312, 0
21133232, 0
31331333, 1
21133332, 0
22113332, 0
23332332, 1
12323212, 0
33321132, 0
23332131, 0
31331132, 0
13333212, 0
31313232, 0
31313233, 1
32231332, 0
12313233, 0
12313232, 0
33312133, 1
21313132, 1
31323132, 0
32111113, 0
12133233, 0
31113312, 0
12233322, 0
23311332, 0
12332333, 0
12121333, 0
31233132, 0
22222333, 0
22223322, 1
31332313, 1
11131333, 0
11131332, 0
12132322, 0
11212312, 0
21322132, 1
12231212, 0
32322332, 0
12331123, 0
32322333, 0
33131331, 0
32323122, 0
32331312, 0
12221232, 0
